Cores,N,Size,Iterations,Time
5,4200,134,445,14561
5,4200,134,445,9736
5,4200,134,445,14598
5,4200,134,445,9740
5,4200,134,445,14638
5,4300,141,445,10222
5,4300,141,445,15932
5,4300,141,445,10242
5,4300,141,445,15037
5,4300,141,445,10556
5,4400,147,445,15199
5,4400,147,445,12209
5,4400,147,445,13985
5,4400,147,445,14972
5,4400,147,445,11213
5,4500,154,445,15998
5,4500,154,445,11165
5,4500,154,445,15979
5,4500,154,445,12409
5,4500,154,445,14731
5,4600,161,445,16471
5,4600,161,445,11641
5,4600,161,445,16518
5,4600,161,445,13080
5,4600,161,445,15182
5,4700,168,445,16936
5,4700,168,445,12112
5,4700,168,445,16960
5,4700,168,445,16075
5,4700,168,445,12950
5,4800,175,445,17378
5,4800,175,445,14679
5,4800,175,445,15403
5,4800,175,445,17379
5,4800,175,445,14063
5,4900,183,445,16461
5,4900,183,445,17899
5,4900,183,445,14894
5,4900,183,445,16128
5,4900,183,445,17986
5,5000,190,445,19697
5,5000,190,445,13934
5,5000,190,445,19226
5,5000,190,445,20212
5,5000,190,445,21566
6,100,0,145,4
6,100,0,145,1
6,100,0,145,1
6,100,0,145,1
6,100,0,145,1
6,200,0,272,10
6,200,0,272,10
6,200,0,272,10
6,200,0,272,10
6,200,0,272,10
6,300,0,378,33
6,300,0,378,30
6,300,0,378,30
6,300,0,378,30
6,300,0,378,30
6,400,1,444,62
6,400,1,444,62
6,400,1,444,62
6,400,1,444,62
6,400,1,444,69
6,500,1,445,96
6,500,1,445,98
6,500,1,445,97
6,500,1,445,96
6,500,1,445,98
6,600,2,445,157
6,600,2,445,161
6,600,2,445,159
6,600,2,445,152
6,600,2,445,152
6,700,3,445,206
6,700,3,445,207
6,700,3,445,204
6,700,3,445,207
6,700,3,445,206
6,800,4,445,275
6,800,4,445,272
6,800,4,445,271
6,800,4,445,272
6,800,4,445,271
6,900,6,445,353
6,900,6,445,347
6,900,6,445,348
6,900,6,445,352
6,900,6,445,350
6,1000,7,445,436
6,1000,7,445,454
6,1000,7,445,446
6,1000,7,445,450
6,1000,7,445,491
6,1100,9,445,840
6,1100,9,445,838
6,1100,9,445,903
6,1100,9,445,925
6,1100,9,445,890
6,1200,10,445,1164
6,1200,10,445,1311
6,1200,10,445,1322
6,1200,10,445,1316
6,1200,10,445,848
6,1300,12,445,785
6,1300,12,445,798
6,1300,12,445,802
6,1300,12,445,808
6,1300,12,445,791
6,1400,14,445,924
6,1400,14,445,927
6,1400,14,445,946
6,1400,14,445,929
6,1400,14,445,898
6,1500,17,445,1094
6,1500,17,445,1102
6,1500,17,445,1091
6,1500,17,445,1089
6,1500,17,445,1618
6,1600,19,445,1614
6,1600,19,445,1610
6,1600,19,445,1810
6,1600,19,445,1939
6,1600,19,445,1949
6,1700,22,445,1431
6,1700,22,445,1413
6,1700,22,445,1384
6,1700,22,445,1406
6,1700,22,445,1397
6,1800,24,445,1588
6,1800,24,445,1581
6,1800,24,445,1563
6,1800,24,445,1574
6,1800,24,445,1893
6,1900,27,445,2507
6,1900,27,445,2846
6,1900,27,445,3248
6,1900,27,445,1898
6,1900,27,445,1773
6,2000,30,445,1973
6,2000,30,445,1979
6,2000,30,445,1984
6,2000,30,445,1959
6,2000,30,445,1950
6,2100,33,445,2831
6,2100,33,445,3516
6,2100,33,445,4909
6,2100,33,445,2179
6,2100,33,445,2168
6,2200,36,445,2386
6,2200,36,445,2377
6,2200,36,445,2374
6,2200,36,445,2405
6,2200,36,445,3685
6,2300,40,445,5791
6,2300,40,445,2835
6,2300,40,445,2605
6,2300,40,445,2610
6,2300,40,445,2636
6,2400,43,445,2836
6,2400,43,445,3868
6,2400,43,445,5783
6,2400,43,445,3637
6,2400,43,445,2848
6,2500,47,445,3114
6,2500,47,445,3100
6,2500,47,445,3379
6,2500,47,445,6233
6,2500,47,445,5281
6,2600,51,445,3361
6,2600,51,445,3342
6,2600,51,445,3367
6,2600,51,445,4136
6,2600,51,445,6663
6,2700,55,445,4250
6,2700,55,445,3597
6,2700,55,445,3577
6,2700,55,445,3593
6,2700,55,445,7041
6,2800,59,445,6044
6,2800,59,445,3863
6,2800,59,445,3868
6,2800,59,445,4134
6,2800,59,445,6980
6,2900,64,445,5533
6,2900,64,445,4174
6,2900,64,445,4150
6,2900,64,445,5707
6,2900,64,445,8582
6,3000,68,445,4443
6,3000,68,445,4428
6,3000,68,445,5151
6,3000,68,445,9379
6,3000,68,445,4443
6,3100,73,445,4777
6,3100,73,445,5413
6,3100,73,445,9732
6,3100,73,445,4823
6,3100,73,445,4765
6,3200,78,445,6283
6,3200,78,445,8697
6,3200,78,445,5005
6,3200,78,445,6588
6,3200,78,445,8365
6,3300,83,445,6807
6,3300,83,445,5313
6,3300,83,445,6911
6,3300,83,445,10457
6,3300,83,445,5331
6,3400,88,445,5710
6,3400,88,445,11696
6,3400,88,445,5719
6,3400,88,445,5691
6,3400,88,445,11355
6,3500,93,445,6405
6,3500,93,445,6069
6,3500,93,445,10002
6,3500,93,445,6847
6,3500,93,445,6102
6,3600,98,445,12167
6,3600,98,445,6816
6,3600,98,445,6991
6,3600,98,445,12075
6,3600,98,445,6393
6,3700,104,445,7135
6,3700,104,445,12030
6,3700,104,445,6797
6,3700,104,445,8460
6,3700,104,445,10734
6,3800,110,445,7118
6,3800,110,445,12876
6,3800,110,445,7122
6,3800,110,445,7918
6,3800,110,445,12310
6,3900,116,445,7593
6,3900,116,445,11796
6,3900,116,445,8063
6,3900,116,445,7957
6,3900,116,445,11890
6,4000,122,445,7989
6,4000,122,445,13582
6,4000,122,445,7970
6,4000,122,445,9574
6,4000,122,445,11999
6,4100,128,445,8590
6,4100,128,445,13860
6,4100,128,445,8490
6,4100,128,445,14099
6,4100,128,445,8430
6,4200,134,445,13514
6,4200,134,445,9021
6,4200,134,445,14085
6,4200,134,445,9159
6,4200,134,445,12173
6,4300,141,445,11497
6,4300,141,445,12570
6,4300,141,445,11501
6,4300,141,445,11195
6,4300,141,445,12088
6,4400,147,445,11323
6,4400,147,445,12792
6,4400,147,445,11976
6,4400,147,445,12945
6,4400,147,445,12385
6,4500,154,445,12191
6,4500,154,445,15744
6,4500,154,445,10310
6,4500,154,445,16142
6,4500,154,445,10441
6,4600,161,445,16492
6,4600,161,445,12410
6,4600,161,445,14662
6,4600,161,445,16221
6,4600,161,445,10637
6,4700,168,445,16677
6,4700,168,445,11565
6,4700,168,445,15314
6,4700,168,445,13303
6,4700,168,445,13581
6,4800,175,445,17123
6,4800,175,445,11580
6,4800,175,445,16218
6,4800,175,445,13760
6,4800,175,445,14165
6,4900,183,445,17619
6,4900,183,445,12833
6,4900,183,445,15920
6,4900,183,445,16711
6,4900,183,445,12204
6,5000,190,445,18482
6,5000,190,445,17255
6,5000,190,445,12609
6,5000,190,445,17229
6,5000,190,445,18155
7,100,0,128,4
7,100,0,128,1
7,100,0,128,1
7,100,0,128,1
7,100,0,128,1
7,200,0,237,8
7,200,0,237,8
7,200,0,237,8
7,200,0,237,8
7,200,0,237,8
7,300,0,331,25
7,300,0,331,24
7,300,0,331,24
7,300,0,331,24
7,300,0,331,24
7,400,1,415,50
7,400,1,415,50
7,400,1,415,50
7,400,1,415,50
7,400,1,415,50
7,500,1,445,88
7,500,1,445,85
7,500,1,445,84
7,500,1,445,85
7,500,1,445,84
7,600,2,445,143
7,600,2,445,136
7,600,2,445,149
7,600,2,445,133
7,600,2,445,149
7,700,3,445,185
7,700,3,445,187
7,700,3,445,182
7,700,3,445,180
7,700,3,445,189
7,800,4,445,248
7,800,4,445,243
7,800,4,445,247
7,800,4,445,248
7,800,4,445,248
7,900,6,445,323
7,900,6,445,327
7,900,6,445,327
7,900,6,445,330
7,900,6,445,328
7,1000,7,445,426
7,1000,7,445,420
7,1000,7,445,425
7,1000,7,445,426
7,1000,7,445,424
7,1100,9,445,518
7,1100,9,445,518
7,1100,9,445,539
7,1100,9,445,517
7,1100,9,445,528
7,1200,10,445,624
7,1200,10,445,630
7,1200,10,445,636
7,1200,10,445,626
7,1200,10,445,636
7,1300,12,445,755
7,1300,12,445,1252
7,1300,12,445,1259
7,1300,12,445,1269
7,1300,12,445,1288
7,1400,14,445,2887
7,1400,14,445,2309
7,1400,14,445,895
7,1400,14,445,903
7,1400,14,445,888
7,1500,17,445,1037
7,1500,17,445,1046
7,1500,17,445,1042
7,1500,17,445,1131
7,1500,17,445,1042
7,1600,19,445,1284
7,1600,19,445,1280
7,1600,19,445,1299
7,1600,19,445,1285
7,1600,19,445,1281
7,1700,22,445,1520
7,1700,22,445,1457
7,1700,22,445,1463
7,1700,22,445,1449
7,1700,22,445,1475
7,1800,24,445,1633
7,1800,24,445,1635
7,1800,24,445,1638
7,1800,24,445,1623
7,1800,24,445,1628
7,1900,27,445,1832
7,1900,27,445,1835
7,1900,27,445,1828
7,1900,27,445,1829
7,1900,27,445,1828
7,2000,30,445,2033
7,2000,30,445,2022
7,2000,30,445,2018
7,2000,30,445,2025
7,2000,30,445,2046
7,2100,33,445,2253
7,2100,33,445,2235
7,2100,33,445,2248
7,2100,33,445,2233
7,2100,33,445,2219
7,2200,36,445,2431
7,2200,36,445,2835
7,2200,36,445,2433
7,2200,36,445,2494
7,2200,36,445,2447
7,2300,40,445,2690
7,2300,40,445,2677
7,2300,40,445,2665
7,2300,40,445,2672
7,2300,40,445,2686
7,2400,43,445,2916
7,2400,43,445,3728
7,2400,43,445,2927
7,2400,43,445,2921
7,2400,43,445,3914
7,2500,47,445,3178
7,2500,47,445,3163
7,2500,47,445,3193
7,2500,47,445,3176
7,2500,47,445,3196
7,2600,51,445,3432
7,2600,51,445,3440
7,2600,51,445,3443
7,2600,51,445,3438
7,2600,51,445,3431
7,2700,55,445,3689
7,2700,55,445,3710
7,2700,55,445,3707
7,2700,55,445,3697
7,2700,55,445,3698
7,2800,59,445,4017
7,2800,59,445,4108
7,2800,59,445,4167
7,2800,59,445,3957
7,2800,59,445,4268
7,2900,64,445,4303
7,2900,64,445,4260
7,2900,64,445,4267
7,2900,64,445,5465
7,2900,64,445,4270
7,3000,68,445,4580
7,3000,68,445,4594
7,3000,68,445,4573
7,3000,68,445,4637
7,3000,68,445,4612
7,3100,73,445,4902
7,3100,73,445,4912
7,3100,73,445,4903
7,3100,73,445,4972
7,3100,73,445,4888
7,3200,78,445,5158
7,3200,78,445,5201
7,3200,78,445,5157
7,3200,78,445,5197
7,3200,78,445,5173
7,3300,83,445,5518
7,3300,83,445,5550
7,3300,83,445,5517
7,3300,83,445,5499
7,3300,83,445,5493
7,3400,88,445,5885
7,3400,88,445,6042
7,3400,88,445,5879
7,3400,88,445,5887
7,3400,88,445,5869
7,3500,93,445,6249
7,3500,93,445,6249
7,3500,93,445,6217
7,3500,93,445,6271
7,3500,93,445,6241
7,3600,98,445,6575
7,3600,98,445,6608
7,3600,98,445,6524
7,3600,98,445,6567
7,3600,98,445,6532
7,3700,104,445,6963
7,3700,104,445,6940
7,3700,104,445,6967
7,3700,104,445,6943
7,3700,104,445,6934
7,3800,110,445,9037
7,3800,110,445,7322
7,3800,110,445,7309
7,3800,110,445,9310
7,3800,110,445,7321
7,3900,116,445,7717
7,3900,116,445,7760
7,3900,116,445,7747
7,3900,116,445,7721
7,3900,116,445,7822
7,4000,122,445,8168
7,4000,122,445,8146
7,4000,122,445,8124
7,4000,122,445,8142
7,4000,122,445,8119
7,4100,128,445,8569
7,4100,128,445,8640
7,4100,128,445,8619
7,4100,128,445,8607
7,4100,128,445,8679
7,4200,134,445,9045
7,4200,134,445,8968
7,4200,134,445,8940
7,4200,134,445,8957
7,4200,134,445,8980
7,4300,141,445,9409
7,4300,141,445,9465
7,4300,141,445,9443
7,4300,141,445,9400
7,4300,141,445,9409
7,4400,147,445,9846
7,4400,147,445,9858
7,4400,147,445,9894
7,4400,147,445,9878
7,4400,147,445,9850
7,4500,154,445,10422
7,4500,154,445,10349
7,4500,154,445,10383
7,4500,154,445,10348
7,4500,154,445,10378
7,4600,161,445,10793
7,4600,161,445,10780
7,4600,161,445,10758
7,4600,161,445,10790
7,4600,161,445,10800
7,4700,168,445,11289
7,4700,168,445,11299
7,4700,168,445,11284
7,4700,168,445,11329
7,4700,168,445,11290
7,4800,175,445,11752
7,4800,175,445,11682
7,4800,175,445,11711
7,4800,175,445,11746
7,4800,175,445,11704
7,4900,183,445,12276
7,4900,183,445,12251
7,4900,183,445,12275
7,4900,183,445,12312
7,4900,183,445,12268
7,5000,190,445,12771
7,5000,190,445,12776
7,5000,190,445,12787
7,5000,190,445,12769
7,5000,190,445,12790
8,100,0,110,3
8,100,0,110,1
8,100,0,110,1
8,100,0,110,1
8,100,0,110,1
8,200,0,215,6
8,200,0,215,6
8,200,0,215,6
8,200,0,215,6
8,200,0,215,6
8,300,0,298,19
8,300,0,298,19
8,300,0,298,19
8,300,0,298,19
8,300,0,298,19
8,400,1,378,41
8,400,1,378,41
8,400,1,378,40
8,400,1,378,40
8,400,1,378,41
8,500,1,434,73
8,500,1,434,74
8,500,1,434,78
8,500,1,434,72
8,500,1,434,73
8,600,2,445,119
8,600,2,445,215
8,600,2,445,202
8,600,2,445,137
8,600,2,445,117
8,700,3,445,162
8,700,3,445,160
8,700,3,445,168
8,700,3,445,163
8,700,3,445,168
8,800,4,445,229
8,800,4,445,228
8,800,4,445,234
8,800,4,445,228
8,800,4,445,231
8,900,6,445,310
8,900,6,445,322
8,900,6,445,330
8,900,6,445,317
8,900,6,445,326
8,1000,7,445,411
8,1000,7,445,412
8,1000,7,445,416
8,1000,7,445,420
8,1000,7,445,411
8,1100,9,445,514
8,1100,9,445,525
8,1100,9,445,691
8,1100,9,445,516
8,1100,9,445,517
8,1200,10,445,628
8,1200,10,445,626
8,1200,10,445,628
8,1200,10,445,624
8,1200,10,445,821
8,1300,12,445,1121
8,1300,12,445,1118
8,1300,12,445,1151
8,1300,12,445,1160
8,1300,12,445,2211
8,1400,14,445,2588
8,1400,14,445,997
8,1400,14,445,895
8,1400,14,445,897
8,1400,14,445,891
8,1500,17,445,1048
8,1500,17,445,1054
8,1500,17,445,1051
8,1500,17,445,1042
8,1500,17,445,1054
8,1600,19,445,1201
8,1600,19,445,1216
8,1600,19,445,1424
8,1600,19,445,1222
8,1600,19,445,1238
8,1700,22,445,1417
8,1700,22,445,1388
8,1700,22,445,1406
8,1700,22,445,1559
8,1700,22,445,1391
8,1800,24,445,1584
8,1800,24,445,1703
8,1800,24,445,1563
8,1800,24,445,1567
8,1800,24,445,1565
8,1900,27,445,1769
8,1900,27,445,1743
8,1900,27,445,1762
8,1900,27,445,1767
8,1900,27,445,1749
8,2000,30,445,2558
8,2000,30,445,1947
8,2000,30,445,1936
8,2000,30,445,1971
8,2000,30,445,1944
8,2100,33,445,2237
8,2100,33,445,2201
8,2100,33,445,2228
8,2100,33,445,2159
8,2100,33,445,2154
8,2200,36,445,2363
8,2200,36,445,2356
8,2200,36,445,2369
8,2200,36,445,2349
8,2200,36,445,2382
8,2300,40,445,2588
8,2300,40,445,2580
8,2300,40,445,2573
8,2300,40,445,2569
8,2300,40,445,2581
8,2400,43,445,2793
8,2400,43,445,2803
8,2400,43,445,2786
8,2400,43,445,2808
8,2400,43,445,2794
8,2500,47,445,3060
8,2500,47,445,3057
8,2500,47,445,3067
8,2500,47,445,3069
8,2500,47,445,3070
8,2600,51,445,3289
8,2600,51,445,3286
8,2600,51,445,3314
8,2600,51,445,3450
8,2600,51,445,3314
8,2700,55,445,3570
8,2700,55,445,3612
8,2700,55,445,3554
8,2700,55,445,3582
8,2700,55,445,3610
8,2800,59,445,3810
8,2800,59,445,3873
8,2800,59,445,3832
8,2800,59,445,3812
8,2800,59,445,3819
8,2900,64,445,4110
8,2900,64,445,4135
8,2900,64,445,4115
8,2900,64,445,4118
8,2900,64,445,4116
8,3000,68,445,4402
8,3000,68,445,4388
8,3000,68,445,4454
8,3000,68,445,4430
8,3000,68,445,4427
8,3100,73,445,4740
8,3100,73,445,5204
8,3100,73,445,4737
8,3100,73,445,5138
8,3100,73,445,4745
8,3200,78,445,5122
8,3200,78,445,4996
8,3200,78,445,5004
8,3200,78,445,4961
8,3200,78,445,5012
8,3300,83,445,5344
8,3300,83,445,5353
8,3300,83,445,5323
8,3300,83,445,5354
8,3300,83,445,5330
8,3400,88,445,5650
8,3400,88,445,5647
8,3400,88,445,5644
8,3400,88,445,5630
8,3400,88,445,5670
8,3500,93,445,5995
8,3500,93,445,6121
8,3500,93,445,6055
8,3500,93,445,6035
8,3500,93,445,6009
8,3600,98,445,6399
8,3600,98,445,8398
8,3600,98,445,6331
8,3600,98,445,6437
8,3600,98,445,6339
8,3700,104,445,6740
8,3700,104,445,6760
8,3700,104,445,8911
8,3700,104,445,6689
8,3700,104,445,6659
8,3800,110,445,7003
8,3800,110,445,6992
8,3800,110,445,7023
8,3800,110,445,9708
8,3800,110,445,9682
8,3900,116,445,7447
8,3900,116,445,7483
8,3900,116,445,7453
8,3900,116,445,7510
8,3900,116,445,7441
8,4000,122,445,7859
8,4000,122,445,7805
8,4000,122,445,8012
8,4000,122,445,7821
8,4000,122,445,7845
8,4100,128,445,8260
8,4100,128,445,8295
8,4100,128,445,8254
8,4100,128,445,8339
8,4100,128,445,8325
8,4200,134,445,8661
8,4200,134,445,8920
8,4200,134,445,8563
8,4200,134,445,8613
8,4200,134,445,8973
8,4300,141,445,9067
8,4300,141,445,9019
8,4300,141,445,9014
8,4300,141,445,9139
8,4300,141,445,9039
8,4400,147,445,9726
8,4400,147,445,9442
8,4400,147,445,9412
8,4400,147,445,9428
8,4400,147,445,9389
8,4500,154,445,9964
8,4500,154,445,9917
8,4500,154,445,9905
8,4500,154,445,10052
8,4500,154,445,9991
8,4600,161,445,10347
8,4600,161,445,10300
8,4600,161,445,10320
8,4600,161,445,10406
8,4600,161,445,10323
8,4700,168,445,10836
8,4700,168,445,10774
8,4700,168,445,10828
8,4700,168,445,10784
8,4700,168,445,10750
8,4800,175,445,11140
8,4800,175,445,11169
8,4800,175,445,11238
8,4800,175,445,11285
8,4800,175,445,11160
8,4900,183,445,11714
8,4900,183,445,11759
8,4900,183,445,11776
8,4900,183,445,11691
8,4900,183,445,11712
8,5000,190,445,12221
8,5000,190,445,12265
8,5000,190,445,13462
8,5000,190,445,12963
8,5000,190,445,12199
